1607.0000	1437.0000
1645.0000	1459.0000
1693.0000	1490.0000
1752.0000	1520.0000
1817.0000	1554.0000
1886.0000	1592.0000
1961.0000	1628.0000
2025.0000	1657.0000
2097.0000	1689.0000
2172.0000	1716.0000
2261.0000	1742.0000
2355.0000	1765.0000
2451.0000	1782.0000
2531.0000	1803.0000
2623.0000	1824.0000
2716.0000	1841.0000
2736.0000	1847.0000
2819.0000	1842.0000
2913.0000	1843.0000
2958.0000	1838.0000
3006.0000	1811.0000
3071.0000	1786.0000
3142.0000	1747.0000
3205.0000	1709.0000
3252.0000	1678.0000
3290.0000	1655.0000
