1610	1312
1658	1282
1689	1263
1712	1253
1747	1241
1774	1232
1820	1224
1858	1219
1889	1216
1923	1212
1960	1208
1996	1202
2053	1191
2119	1179
2184	1163
2257	1141
2322	1120
2382	1098
2446	1074
2488	1059
2525	1049
2555	1044
2584	1042
2616	1043
2645	1050
2674	1058
2706	1071
2736	1084
2767	1098
2807	1120
2833	1136
2856	1149
2880	1160
2914	1177
2946	1194
2965	1208
2983	1221
3007	1244
3031	1269
3040	1272
3054	1283
3110	1337
3150	1383
3193	1437
3214	1461
3228	1487
3237	1494
3258	1532
3272	1569
3280	1599
3285	1617
3290	1643
3290	1667
3284	1709
3274	1737
3260	1772
3241	1806
3215	1833
3184	1858
3147	1881
3109	1901
3067	1919
3013	1933
2964	1943
2912	1948
2839	1951
2777	1950
2714	1944
2657	1936
2595	1922
2517	1902
2420	1873
2330	1843
2257	1821
2182	1796
2116	1773
2031	1739
1939	1699
1834	1646
1775	1614
1722	1581
1669	1543
1631	1516
1592	1488
